Disaster_Type,Location,Magnitude,Fatalities,Economic_Loss($),Month,Year,cluster
Flood,Indonesia,9.75110646595748,1869,274863775.2611902,6,2024,0
Flood,Japan,6.700889000330409,3190,306426390.6795637,6,2024,0
Hurricane,Japan,5.048019868237189,2973,968056474.5926342,6,2024,3
Wildfire,China,1.1777999008005111,4499,673829831.2012327,6,2024,2
Hurricane,Brazil,1.4156822070806645,7828,399103365.7097333,6,2024,3
Flood,China,4.808023968134016,4500,484467737.3230946,6,2024,0
Tornado,USA,3.4812632564754447,4322,524098429.2564901,6,2024,2
Hurricane,Brazil,5.319047300159998,4381,511616741.0902505,6,2024,3
Hurricane,India,7.49115883123069,5040,581825174.403099,6,2024,3
Earthquake,Japan,9.745098681037195,2881,952412926.382666,6,2024,0
Earthquake,China,3.505912648221396,9219,226914228.5669009,6,2024,0
Earthquake,China,4.404807249818646,3475,498307245.4349136,6,2024,0
Earthquake,Japan,6.5418329244510325,4828,786309978.5821182,6,2024,0
Flood,India,4.181630748884529,4269,499339205.60772026,6,2024,0
Earthquake,Brazil,4.360779367484097,6196,702893859.832421,6,2024,0
Tornado,China,2.298264355823884,6015,31555142.4891448,6,2024,2
Earthquake,Brazil,7.377315679664559,1044,448276009.3037834,6,2024,0
Flood,India,1.1808856969247548,6288,700303575.6876814,6,2024,0
Hurricane,USA,1.4202189409541233,4711,751207002.9059094,6,2024,3
Tornado,USA,4.616737800128057,1025,81538500.39030035,6,2024,2
Earthquake,China,9.78927644742077,3594,380822539.7565138,6,2024,0
Tornado,China,6.752981926721832,7721,965443635.9266386,6,2024,2
Tornado,Brazil,6.224532430037423,6982,601663871.5874763,6,2024,2
Tornado,Japan,4.664225189899506,4478,311473815.58619463,6,2024,2
Flood,China,7.950347443004936,9627,23828658.66462756,6,2024,0
Flood,China,1.058061122110697,7382,898449231.681344,6,2024,0
Flood,India,8.98340583566037,109,852609489.4718945,6,2024,0
Flood,Indonesia,1.9681562949790936,9100,284657509.9638865,6,2024,0
Wildfire,China,3.160085284537642,1213,455696087.62943447,6,2024,2
Flood,Japan,1.23109168057298,9497,568174210.8297763,6,2024,0
Hurricane,Indonesia,6.443678739160013,5329,273872881.56314385,6,2024,3
Tornado,Japan,8.429896432968274,5477,665237444.6473964,6,2024,2
Flood,India,6.774997661818338,1148,631665320.4652245,6,2024,0
Wildfire,Brazil,7.901689959369037,8366,894103149.0228698,6,2024,2
Flood,Brazil,9.628150328223697,8121,906145177.3374496,6,2024,0
Hurricane,China,4.93851166357709,2392,972134933.3494568,6,2024,3
Wildfire,China,4.738495702940524,7683,515200003.9552735,6,2024,2
Tornado,Japan,5.302329381514436,9646,690456970.1624463,6,2024,2
Wildfire,China,6.171548485761049,1560,390380374.6263734,6,2024,2
Earthquake,Brazil,9.652636579841364,1702,579489841.040823,6,2024,0
Flood,Brazil,7.67998839376321,8857,614897528.4236633,6,2024,0
Flood,India,3.332710690988045,861,999097938.1579248,6,2024,0
Tornado,Japan,8.978194650441228,1814,621284093.1690656,6,2024,2
Hurricane,Japan,1.9217893098863128,8611,238226561.71516272,6,2024,3
Flood,Brazil,3.706546387378802,8995,430485610.6459154,6,2024,0
Earthquake,Brazil,9.966492485052312,7288,392110178.0414016,6,2024,0
Wildfire,Indonesia,6.6503064092098105,6421,664037641.6392218,6,2024,2
Hurricane,USA,9.54803545951168,2865,494755960.8763748,6,2024,3
Flood,Brazil,9.491565021458022,4866,879301593.8043592,6,2024,0
Hurricane,Japan,9.052517090896696,6956,439729963.1744159,6,2024,3
Hurricane,Brazil,6.550926523784016,1821,463629520.2777003,6,2024,3
Flood,Indonesia,3.706715033333673,6823,826834614.3457978,6,2024,0
Tornado,USA,3.6699602547061168,6162,41040817.73207947,6,2024,2
Hurricane,Indonesia,7.473130922905371,9540,420977365.7328444,6,2024,3
Flood,Japan,3.370433345524389,4921,773569184.0910699,6,2024,0
Flood,Indonesia,1.387848672361363,9715,900315101.3528317,6,2024,0
Earthquake,India,9.193590804236155,1808,606510220.0241234,6,2024,0
Earthquake,Japan,8.930387143009163,1824,771054673.351984,6,2024,0
Earthquake,Indonesia,6.69370725569947,8143,516022921.658204,6,2024,0
Hurricane,USA,3.106697457959998,7374,209976983.30548,6,2024,3
Earthquake,Indonesia,7.480673795956367,2771,370289804.3825855,6,2024,0
Flood,USA,5.418501593892488,1305,524169148.48794645,6,2024,0
Hurricane,Indonesia,3.820140109253995,2667,10615868.335351694,6,2024,3
Flood,Japan,6.502134117044271,8502,77130611.81824929,6,2024,0
Wildfire,Brazil,8.373917468019869,413,472082345.8478005,6,2024,2
Hurricane,India,8.590467723329464,4419,586378532.8960918,6,2024,3
Earthquake,Indonesia,1.9157266539243876,5105,828908556.8575196,6,2024,0
Flood,USA,1.527085819844632,396,399452950.3158397,6,2024,0
Hurricane,USA,1.0806965384854212,7584,535464083.9699433,6,2024,3
Flood,USA,8.72639771647369,606,644072567.8902963,6,2024,0
Tornado,USA,2.139156790809857,9571,719111723.3769964,6,2024,2
Tornado,Indonesia,4.279721253632275,9154,641582609.9845661,6,2024,2
Hurricane,Japan,2.440181104049967,6108,250772540.7528756,6,2024,3
Tornado,Brazil,4.042988922759808,6146,214282675.06677777,6,2024,2
Wildfire,India,4.769138695516483,9511,270230082.91137034,6,2024,2
Wildfire,Indonesia,5.216235500414778,271,34612328.64244636,6,2024,2
Flood,Japan,1.5249036806185243,3956,525273508.2553242,6,2024,0
Hurricane,Indonesia,5.754371382720738,3703,362729363.2787982,6,2024,3
Hurricane,Indonesia,1.76832672101258,7146,812444112.9907982,6,2024,3
Earthquake,Brazil,7.469941081624288,539,238303230.26410455,6,2024,0
Earthquake,Indonesia,3.2667259641973145,2314,842751456.6386349,6,2024,0
Earthquake,Brazil,7.79176624623371,4255,17549048.502812766,6,2024,0
Wildfire,India,6.796201466749891,7206,836668830.2199256,6,2024,2
Flood,India,3.544955946746565,9839,193939765.59884283,6,2024,0
Earthquake,China,9.976461089410844,2002,423274556.6825217,6,2024,0
Tornado,China,9.6247844871545,363,26764069.56732696,6,2024,2
Wildfire,Japan,7.064242198974497,9072,841541915.4819307,6,2024,2
Earthquake,Indonesia,6.242708644630888,3887,114575631.92275225,6,2024,0
Tornado,Japan,3.036205605810686,7307,595108819.2828759,6,2024,2
Tornado,USA,6.867070260636217,9879,109435846.89843298,6,2024,2
Earthquake,China,3.9820035647990193,3218,109901592.0516838,6,2024,0
Earthquake,China,2.9739290101679234,2888,760274189.3237519,6,2024,0
Wildfire,Indonesia,5.316879673391572,3528,955741338.1822424,6,2024,2
Flood,Indonesia,2.2872145189740505,9503,870262728.2865951,6,2024,0
Wildfire,China,7.57648385078011,4081,877148844.4527607,6,2024,2
Flood,India,9.168934308983998,1486,502179398.9501228,6,2024,0
Earthquake,Japan,1.7525472360358134,8034,421600141.4676941,6,2024,0
Hurricane,China,1.8039009642814532,2485,762123136.2695972,6,2024,3
Flood,USA,7.554041521730557,4129,888306318.6644839,6,2024,0
Hurricane,Japan,8.528457051562782,3136,566544948.0986927,6,2024,3
Hurricane,Indonesia,2.3907694064323897,3298,391218339.2048346,6,2024,3
Hurricane,India,4.852442478060551,1654,978751053.7735144,6,2024,3
Tornado,Brazil,5.496549450895575,4635,267382135.34502512,6,2024,2
Earthquake,USA,2.454605078194202,494,427559134.67696345,6,2024,0
Flood,USA,8.08309930530066,747,717280675.0411123,6,2024,0
Wildfire,Brazil,6.523362055476512,5687,821560753.2703934,6,2024,2
Hurricane,India,2.8649338376607854,1507,912947534.435533,6,2024,3
Flood,Japan,7.108541809187643,7361,362763600.962602,6,2024,0
Wildfire,Japan,4.217286648875407,7489,651486529.7866938,6,2024,2
Tornado,Japan,7.259613576994616,7350,178548644.90217105,6,2024,2
Hurricane,India,3.2987867629066177,4651,462939819.919676,6,2024,3
Tornado,India,5.269001225984901,2351,515523070.52809054,6,2024,2
Hurricane,India,1.7176197112536322,4807,284083238.93008184,6,2024,3
Flood,Indonesia,4.134557904812171,2246,85785666.89396033,6,2024,0
Wildfire,Japan,1.880874788342868,5111,671915201.8165718,6,2024,2
Wildfire,Indonesia,6.796708125872205,2217,591010371.6470503,6,2024,2
Flood,China,1.5314994824626749,9018,967978075.7578596,6,2024,0
Wildfire,Japan,5.807565779506401,4894,25282273.23303427,6,2024,2
Earthquake,China,9.52821493082434,3529,312125731.24304783,6,2024,0
Flood,Japan,8.677613061239562,6706,355575824.2358196,6,2024,0
Flood,Japan,2.719078832290083,9148,874188152.1940743,6,2024,0
Wildfire,China,6.03784979695295,3331,165810001.39316654,6,2024,2
Wildfire,India,9.252115789463666,3650,631072723.0029901,6,2024,2
Hurricane,Brazil,8.18330555424898,3954,593123983.9513121,6,2024,3
Earthquake,USA,7.55809893767429,6560,820156903.7991569,6,2024,0
Hurricane,USA,6.969436954801855,9557,884309934.0597414,6,2024,3
Wildfire,Japan,9.903600124892806,6746,225657402.06082076,6,2024,2
Earthquake,USA,7.3788396212335075,2552,111040250.71593893,6,2024,0
Tornado,Japan,9.97749563833841,1389,42112113.54627343,6,2024,2
Flood,Brazil,1.0259724942025408,6066,996527421.6979812,6,2024,0
Earthquake,China,3.663118288705051,1330,314687127.2780541,6,2024,0
Earthquake,China,6.840678689973717,2574,989842268.512728,6,2024,0
Tornado,Japan,8.653668496258696,2529,322677715.6299819,6,2024,2
Flood,Brazil,9.433560042327985,2017,30532327.987320792,6,2024,0
Earthquake,Japan,9.151054762866735,924,510972382.61809367,6,2024,0
Wildfire,China,4.658769913348271,3484,864467275.6389458,6,2024,2
Wildfire,India,7.08892956216693,1065,147735306.76979452,6,2024,2
Earthquake,USA,8.53300835035342,3789,978308624.9423908,6,2024,0
Flood,Indonesia,7.581514141347089,5418,900204564.1274132,6,2024,0
Wildfire,Indonesia,9.511186842055082,2385,691750940.9345977,6,2024,2
Hurricane,USA,7.085583097963191,9689,423944020.3002284,6,2024,3
Earthquake,Brazil,7.738939507626366,4401,728012923.6710304,6,2024,0
Tornado,China,3.0806256915076737,2118,279567455.4708267,6,2024,2
Tornado,Brazil,6.596397746612927,4105,258170070.07408053,6,2024,2
Hurricane,India,3.630051890773926,4405,338204330.7378837,6,2024,3
Flood,China,8.163124184078917,5737,353832725.5830768,6,2024,0
Tornado,Japan,3.0905443435825983,8144,521555756.0214705,6,2024,2
Hurricane,Japan,3.0254592165570062,1687,643104475.4871306,6,2024,3
Flood,India,2.934659877720716,4601,916768111.8807513,6,2024,0
Earthquake,India,7.229893528392401,6717,789315383.5045488,6,2024,0
Tornado,Japan,7.585964159576335,1766,962805275.8025088,6,2024,2
Earthquake,Indonesia,7.703204701075959,4818,77950476.68297826,6,2024,0
Flood,Brazil,1.0176635821594968,161,675346432.1813118,6,2024,0
Earthquake,Brazil,9.789820905738903,6384,398866177.99622566,6,2024,0
Hurricane,Brazil,3.931767252927932,5729,192611382.9298566,6,2024,3
Flood,India,6.925132955727468,7285,398111427.8247792,6,2024,0
Flood,Japan,1.2154860514244592,357,183304538.21589544,6,2024,0
Flood,Brazil,4.493378658046941,4722,767861934.759135,6,2024,0
Tornado,China,1.2508418184418575,9390,984250726.2238456,6,2024,2
Flood,USA,9.80796883773387,9580,342603361.801487,6,2024,0
Earthquake,India,2.434687272649642,8375,942369595.3293296,6,2024,0
Wildfire,Brazil,1.6956320736878574,1885,945201667.5918808,6,2024,2
Earthquake,Japan,1.5728880028892185,1601,956715684.0953876,6,2024,0
Hurricane,India,7.333214463654915,1927,57254383.94591127,6,2024,3
Hurricane,Indonesia,1.917592172440155,4620,754273106.2089779,6,2024,3
Flood,India,7.797827930148799,320,927754030.314396,6,2024,0
Earthquake,Japan,7.26825152714971,4463,54018985.87395896,6,2024,0
Tornado,India,9.344172046972227,3775,615732580.1342762,6,2024,2
Hurricane,USA,5.000069818896703,1878,14163169.929384671,6,2024,3
Hurricane,Japan,8.108608029225593,2226,835977942.6606635,6,2024,3
Tornado,China,1.976719944746287,4929,930748022.9742758,6,2024,2
Wildfire,India,7.59303864985967,7672,152951456.81182665,6,2024,2
Wildfire,India,4.019090543517597,7309,167831083.1868429,6,2024,2
Tornado,Indonesia,9.977842893241451,6702,751992179.0047148,6,2024,2
Tornado,China,1.268696752058608,8691,845220078.6466197,6,2024,2
Tornado,Brazil,8.157770695654374,6185,266181167.2615935,6,2024,2
Flood,India,5.146517871460568,5768,495967550.056214,6,2024,0
Hurricane,Brazil,5.809749822684631,8418,476866447.3582533,6,2024,3
Earthquake,China,1.217021078257619,806,58294757.99925966,6,2024,0
Flood,Indonesia,6.671709647022822,9674,938537850.6783895,6,2024,0
Wildfire,Japan,2.7720033753107307,7615,606251822.3691863,6,2024,2
Earthquake,Indonesia,1.4530120102762096,5868,847437531.4131874,6,2024,0
Wildfire,Japan,9.162381296821334,5781,515112460.4896747,6,2024,2
Tornado,Japan,2.9360712700646383,878,759890316.8554562,6,2024,2
Tornado,USA,7.858705531434773,2582,218656433.62823328,6,2024,2
Flood,Brazil,6.043647677429209,4919,158899408.58613986,6,2024,0
Tornado,Indonesia,6.053955213779543,9975,849858195.7758455,6,2024,2
Earthquake,Indonesia,4.65016871419264,3493,378915065.84836376,6,2024,0
Flood,Japan,3.42944173632264,686,486338458.3245184,6,2024,0
Hurricane,China,6.373892110335992,3547,761407426.5286294,6,2024,3
Wildfire,Indonesia,1.0539728564675133,4537,911086396.9081852,6,2024,2
Tornado,Indonesia,2.234218617373765,9236,376245791.2376965,6,2024,2
Flood,Japan,7.47241380653285,7455,601689453.0938734,6,2024,0
Earthquake,USA,1.7436893134570597,3032,900977843.5436288,6,2024,0
Wildfire,China,2.840143745333257,1048,357479188.5211779,6,2024,2
Flood,Indonesia,2.9995961842584467,4352,21304325.805181723,6,2024,0
Tornado,Japan,7.849145902776143,4087,705182772.0193895,6,2024,2
Flood,Japan,5.786984748195496,5024,644079036.5819645,6,2024,0
Tornado,Brazil,6.568078428682013,3386,757691856.5959233,6,2024,2
Wildfire,USA,5.71613432869727,205,682494639.569016,6,2024,2
Hurricane,USA,6.05315603053989,3923,692153133.687771,6,2024,3
Flood,Japan,6.470913634115903,6807,849610043.8710612,6,2024,0
Flood,Brazil,1.6541844724524015,2102,542248335.8100387,6,2024,0
Hurricane,China,4.058790871844454,8891,493348622.3983976,6,2024,3
Flood,China,1.641309959124218,1799,162324191.5943536,6,2024,0
Earthquake,Japan,8.412489864354196,1133,184930419.4658728,6,2024,0
Wildfire,Indonesia,8.941634672557782,3731,455519929.9822004,6,2024,2
Flood,USA,7.866975983268507,4945,916331623.79812,6,2024,0
Hurricane,India,8.371053977489932,2879,833524523.5162674,6,2024,3
Tornado,Japan,6.030353222514002,5903,941778046.0808384,6,2024,2
Hurricane,Japan,4.313640774521543,1219,163291865.2636563,6,2024,3
Wildfire,Indonesia,2.6429112256370195,9879,986342640.6019052,6,2024,2
Tornado,USA,2.463744679904436,3213,306872219.7095994,6,2024,2
Flood,USA,5.965804554664516,2941,952283968.5366002,6,2024,0
Wildfire,Japan,2.869486100120406,1098,533008515.3283321,6,2024,2
Flood,Brazil,8.497778907540273,7342,602572055.7172669,6,2024,0
Earthquake,Brazil,2.842459000651679,7267,652054384.1480595,6,2024,0
Earthquake,Brazil,9.407560649452124,5819,599915586.1834334,6,2024,0
Tornado,India,4.209028320376111,8171,72611114.70115548,6,2024,2
Tornado,Brazil,2.257014521352393,5266,992058251.5647072,6,2024,2
Earthquake,India,2.954298867579251,8951,574444780.826903,6,2024,0
Hurricane,Indonesia,7.322197813384813,9705,346710591.3708618,6,2024,3
Hurricane,Brazil,9.993537323622146,9695,372544537.7949513,6,2024,3
Flood,India,1.7756887135912442,2798,811503468.6150109,6,2024,0
Earthquake,Brazil,7.590817355795814,1865,666704019.4879385,6,2024,0
Flood,India,7.088456324579799,3809,923007798.4928716,6,2024,0
Flood,China,7.678973696342402,2467,548141665.2726376,6,2024,0
Flood,China,7.784790389263999,3740,530651127.2735326,6,2024,0
Hurricane,India,6.886871860943174,4574,261985853.184934,6,2024,3
Earthquake,Japan,9.157859877182691,5281,419226838.60122633,6,2024,0
Tornado,China,3.689778611437061,8197,475414813.717081,6,2024,2
Hurricane,China,4.913955737559783,5196,356423436.87474465,6,2024,3
Wildfire,Brazil,7.6577206235667,1917,302047365.8191434,6,2024,2
Hurricane,USA,9.098639574195795,4215,114110695.3849114,6,2024,3
Flood,India,8.120589285348006,9420,865919216.5211096,6,2024,0
Wildfire,Indonesia,9.700199411344576,2615,689101227.3082104,6,2024,2
Wildfire,China,3.5638541054489274,4242,27036705.37233256,6,2024,2
Tornado,USA,2.616620849760638,353,76773405.92865095,6,2024,2
Earthquake,India,1.6282329287629231,1218,622089132.130458,6,2024,0
Hurricane,India,6.151509511848005,9408,228304137.3565953,6,2024,3
Hurricane,Japan,4.864719854368127,3261,653923551.746308,6,2024,3
Wildfire,Indonesia,9.03770162918591,445,739653603.4830923,6,2024,2
Tornado,China,5.903396155859109,5460,112023281.74137552,6,2024,2
Hurricane,India,6.354826056864375,5190,320318633.68437564,6,2024,3
Wildfire,Japan,2.087801035298745,9329,630172671.2731569,6,2024,2
Tornado,Japan,4.479625309935885,8794,405960916.8647838,6,2024,2
Flood,Indonesia,2.47188591160711,701,134104941.88711216,6,2024,0
Hurricane,India,4.218857754162323,3844,696256674.2797956,6,2024,3
Tornado,Brazil,2.9282767278588526,5522,509722780.3093575,6,2024,2
Earthquake,Brazil,2.038046824247485,5903,960517493.6048198,6,2024,0
Tornado,Japan,5.848130723498661,8486,584245248.6651623,6,2024,2
Earthquake,India,4.344606396130892,9656,462153584.70475537,6,2024,0
Earthquake,India,2.1323019230756364,6902,649965061.3328134,6,2024,0
Flood,Japan,8.326246764844694,8773,141548149.5029368,6,2024,0
Earthquake,Brazil,1.281808080009732,8091,756218233.9118431,6,2024,0
Tornado,Japan,7.413537476414868,1605,771339743.6164365,6,2024,2
Tornado,China,2.680306882409567,3301,147828531.37733346,6,2024,2
Wildfire,Indonesia,5.001676399417322,275,835523703.0114182,6,2024,2
Flood,China,1.8239877696732112,8451,777191956.0667342,6,2024,0
Wildfire,China,5.474450703414406,3612,439502980.176966,6,2024,2
Hurricane,USA,8.071151213499451,928,163121230.56073952,6,2024,3
Tornado,Japan,5.465606923880456,9671,985017557.7880422,6,2024,2
Wildfire,India,3.719700810108563,9652,775719243.4187986,6,2024,2
Hurricane,Indonesia,6.519293939448725,9383,419922778.98340434,6,2024,3
Wildfire,Indonesia,2.37023238744953,3022,302018751.84650004,6,2024,2
Flood,Brazil,1.3802357744644946,729,838880528.4705362,6,2024,0
Tornado,Indonesia,5.994326585850095,9315,718951118.3829002,6,2024,2
Wildfire,USA,2.7059384900329584,6034,607844697.7327554,6,2024,2
Wildfire,India,7.29249418343001,1677,626877801.4244239,6,2024,2
Flood,USA,4.145778080498152,6840,177743395.01351738,6,2024,0
Flood,China,8.412331517200215,404,298591387.8626527,6,2024,0
Earthquake,Brazil,8.118546033623046,4632,307486301.35069656,6,2024,0
Hurricane,Japan,5.323949968756618,9680,793146921.379164,6,2024,3
Tornado,Brazil,5.226236368436153,2995,675207193.4334394,6,2024,2
Tornado,India,3.776079429749755,3619,295339820.39275414,6,2024,2
Wildfire,Indonesia,6.222693630127544,2081,533939435.80926174,6,2024,2
Hurricane,Japan,3.693845567637261,7929,95355257.10283196,6,2024,3
Tornado,India,5.892951824488597,9147,373004055.2653888,6,2024,2
Flood,Japan,5.554284517633446,4384,941416378.507218,6,2024,0
Earthquake,Japan,2.0203631854877218,6211,280916938.690882,6,2024,0
Flood,USA,8.694349875349044,5375,2150963.014578323,6,2024,0
Earthquake,India,3.165344716235428,3012,390999076.697862,6,2024,0
Hurricane,China,6.141772618122613,8086,793667216.622486,6,2024,3
Earthquake,Brazil,5.87944559218661,1483,215351824.46176523,6,2024,0
Flood,China,7.058542858439481,2454,665231667.5547941,6,2024,0
Flood,Japan,5.008743653975096,5588,320980979.8761514,6,2024,0
Hurricane,India,3.7571607497777153,6058,313567128.4146417,6,2024,3
Tornado,China,7.041529049743184,3325,707128216.3190545,6,2024,2
Wildfire,USA,1.5641830866739546,5199,158087121.24441704,6,2024,2
Wildfire,Indonesia,5.972167602767486,3893,455074371.62561655,6,2024,2
Flood,Japan,3.0211108932714192,1782,340041152.9487332,6,2024,0
Wildfire,Indonesia,5.208525008469152,7548,543300542.6187109,6,2024,2
Earthquake,Brazil,2.3935251376243176,2568,216385428.5556858,6,2024,0
Flood,Japan,8.88629002698869,7363,540025591.2708675,6,2024,0
Earthquake,Japan,9.433081959259638,640,467820594.4162417,6,2024,0
Flood,India,1.1891924114239,8899,605518361.5792803,6,2024,0
Flood,India,2.245894814413373,368,314229081.40034145,6,2024,0
Hurricane,India,9.071188205021327,6135,149821716.03992128,6,2024,3
Hurricane,USA,3.958823772006296,4097,759558087.8549243,6,2024,3
Earthquake,Japan,4.010839103587052,7688,485203260.34122807,6,2024,0
Wildfire,Japan,6.909234259691544,180,119177234.98120932,6,2024,2
Wildfire,Brazil,1.556086191094397,3444,58674017.51076387,6,2024,2
Earthquake,China,1.1560963327805245,5833,960193121.0731916,6,2024,0
Hurricane,China,3.8460954700644887,7688,41554051.2854996,6,2024,3
Wildfire,Japan,8.391749033842755,901,430313499.3961507,6,2024,2
Hurricane,India,7.347726081573216,1069,298689099.2212715,6,2024,3
Flood,Indonesia,3.11492831605021,2113,96526893.09419492,6,2024,0
Hurricane,Japan,8.365074916102888,4101,198695999.65503097,6,2024,3
Tornado,Japan,9.411808938854769,2309,719199601.3987318,6,2024,2
Flood,China,8.516521717727427,6958,805514842.7941144,6,2024,0
Earthquake,Japan,5.744952532099027,3487,196186352.8317903,6,2024,0
Flood,Japan,8.15258588594736,9319,65887148.28705016,6,2024,0
Tornado,Brazil,7.849574049227173,4955,598608622.8725526,6,2024,2
Tornado,Japan,7.835445003462445,9899,48330226.93720059,6,2024,2
Wildfire,Japan,9.17968634523449,2583,197095234.54918164,6,2024,2
Earthquake,China,7.5318946484064035,4646,851628275.9565223,6,2024,0
Hurricane,Brazil,3.288426082284264,904,819070487.4511894,6,2024,3
Flood,USA,2.589902310745755,6747,278746372.6273339,6,2024,0
Wildfire,India,2.6484728157822564,233,447140589.010432,6,2024,2
Flood,Brazil,2.600584163475007,1720,477355069.7928685,6,2024,0
Earthquake,Brazil,6.962964097669092,1145,890100016.4944863,6,2024,0
Earthquake,Indonesia,8.107810874414302,5680,885202114.3191135,6,2024,0
Flood,Japan,5.200843674904753,1487,171460930.27861014,6,2024,0
Wildfire,India,8.243538696331305,3042,931660049.6769356,6,2024,2
Wildfire,Brazil,3.724564772729332,2637,957444518.9718184,6,2024,2
Hurricane,India,1.3075376277694724,4142,540107454.7668166,6,2024,3
Wildfire,India,2.147280749073593,3041,365296234.89117664,6,2024,2
Wildfire,USA,6.038282010949682,8544,208353718.2148612,6,2024,2
Tornado,Japan,6.650461245348397,2271,95990621.851275,6,2024,2
Flood,India,1.6293346492981906,4605,996755817.960984,6,2024,0
Wildfire,China,9.068894369815624,2220,558045419.8538282,6,2024,2
Tornado,Japan,7.773357705741878,8417,282237239.28021187,6,2024,2
Flood,China,4.292251508016958,8808,596331569.5272217,6,2024,0
Flood,Japan,3.3516365782307984,8574,414695268.4233009,6,2024,0
Earthquake,Japan,2.1963218402669087,5741,206208558.72638303,6,2024,0
Flood,USA,9.033800506666887,9739,863447275.6918651,6,2024,0
Earthquake,China,7.987986507862322,5761,254189704.0490458,6,2024,0
Wildfire,China,4.658153589096612,302,494822877.6044754,6,2024,2
Hurricane,Indonesia,9.500221403253356,8933,665794415.5366744,6,2024,3
Hurricane,USA,3.5037884502547527,8960,198451119.79620245,6,2024,3
Flood,China,2.09679310967988,6291,821370295.9953582,6,2024,0
Tornado,India,5.874657108090919,8098,78819638.242753,6,2024,2
Earthquake,India,3.976164508838175,9547,95042752.57012984,6,2024,0
Hurricane,Japan,9.163806531951597,8589,825320540.8330033,6,2024,3
Flood,China,6.515682959563255,6128,976393028.8860102,6,2024,0
Hurricane,Japan,9.359375892585986,3688,494366807.6193297,6,2024,3
Hurricane,USA,6.372598400936999,6353,130942816.7414792,6,2024,3
Wildfire,Indonesia,7.829178625706992,1241,76583761.19679795,6,2024,2
Hurricane,USA,6.363232735053743,8519,392303950.4239276,6,2024,3
Tornado,China,7.533576240206957,2667,224592156.7380208,6,2024,2
Wildfire,China,5.688535633149978,3904,42569493.12686927,6,2024,2
Flood,Japan,6.134396217853845,6399,303185953.63592386,6,2024,0
Wildfire,Japan,5.458759940374762,5936,332468705.6645404,6,2024,2
Flood,Brazil,5.40314984712257,3854,628614135.9766912,6,2024,0
Flood,Brazil,8.708147492898878,5269,603634861.2711269,6,2024,0
Hurricane,India,2.064754566169919,4839,721300559.4474577,6,2024,3
Flood,China,5.608152317508704,9422,811625574.6120257,6,2024,0
Wildfire,USA,5.914011029369421,8734,852278807.9703687,6,2024,2
Flood,USA,5.53209252749808,9983,409725864.1965962,6,2024,0
Earthquake,Indonesia,1.9016519883682808,856,932013096.0729464,6,2024,0
Wildfire,India,6.321386195388022,1469,567808096.9486538,6,2024,2
Wildfire,Indonesia,6.886309642464868,5438,645523228.4690051,6,2024,2
Wildfire,Japan,2.749974408460361,147,199860530.4295861,6,2024,2
Tornado,Indonesia,6.938981838556097,461,618513774.985804,6,2024,2
Tornado,Indonesia,2.2555623907111872,3308,718913232.3153453,6,2024,2
Hurricane,Japan,4.71900965600492,4595,712742827.0618968,6,2024,3
Wildfire,Japan,9.459766086013673,1932,923012592.1001978,6,2024,2
Tornado,Brazil,3.044122694689168,6404,436179840.9029085,6,2024,2
Tornado,Japan,5.285957873296237,3926,84071676.23702753,6,2024,2
Wildfire,Brazil,7.253613539004361,3375,929521721.6776187,6,2024,2
Tornado,Japan,5.102751504254383,2015,641868586.3112608,6,2024,2
Earthquake,Brazil,7.560785513321034,998,860701486.3595043,6,2024,0
Tornado,India,3.8806840390920616,2171,160414390.8575222,6,2024,2
Earthquake,Japan,8.586349355591398,4399,297954621.8078341,6,2024,0
Wildfire,China,5.0698771321296165,173,957331319.7768856,6,2024,2
Wildfire,USA,1.6836219122927851,8337,695939628.6189595,6,2024,2
Flood,Japan,6.139768139816583,4155,977425574.1131155,6,2024,0
Hurricane,USA,6.25208377834967,8027,191465396.3439158,6,2024,3
Flood,China,9.2560678852856,9915,898481973.704767,6,2024,0
Wildfire,USA,8.615398368118726,6252,904357906.243201,6,2024,2
Wildfire,Indonesia,3.0265534269367604,6416,742509928.7838854,6,2024,2
Flood,USA,7.048977663602439,3489,796131719.4941136,6,2024,0
Tornado,Indonesia,2.954826147768886,9004,333830472.3654018,6,2024,2
Tornado,Indonesia,4.669059202659147,7661,809576302.5429089,6,2024,2
Earthquake,India,8.505711069755172,5946,501875957.26740384,6,2024,0
Flood,Indonesia,9.027969653892743,8995,469167155.4907051,6,2024,0
Flood,Indonesia,4.321232920220931,6500,672510115.6081074,6,2024,0
Flood,India,2.17664302085844,9643,998741543.598543,6,2024,0
Hurricane,Japan,9.85841736029818,4546,86449888.93430546,6,2024,3
Flood,Japan,4.584800943762691,5020,412587527.3815449,6,2024,0
Flood,Japan,9.649783406627073,6039,537257644.0711508,6,2024,0
Earthquake,India,4.528351692084849,6483,364677315.61170655,6,2024,0
Tornado,USA,3.760518384465005,9457,521843275.5103122,6,2024,2
Hurricane,China,4.414121734336607,2464,862699382.5455073,6,2024,3
Wildfire,India,2.079880846874633,3194,172663817.04854932,6,2024,2
Hurricane,India,9.989869096942524,3331,17903719.488428872,6,2024,3
Earthquake,Indonesia,7.470402149007461,6212,377471469.6370254,6,2024,0
Hurricane,Indonesia,1.673211075155575,5198,711225045.4759606,6,2024,3
Tornado,India,2.8973992660745127,5834,357150043.89508826,6,2024,2
